Id,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default
180,Home Mortgage,2356475.0,10+ years,0.0,11.0,34.0,465124.0,0.0,,0.0,debt consolidation,Short Term,523886.0,272745.0,32009.0,700.0,0
181,Home Mortgage,,3 years,0.0,17.0,20.6,1824306.0,0.0,47.0,0.0,debt consolidation,Long Term,626538.0,967385.0,63515.0,,0
182,Rent,597075.0,2 years,0.0,12.0,4.8,943360.0,0.0,,0.0,debt consolidation,Short Term,144958.0,97774.0,3060.0,737.0,0
183,Own Home,,< 1 year,0.0,9.0,9.1,101442.0,0.0,3.0,0.0,buy a car,Short Term,40546.0,51585.0,4553.0,,1
184,Home Mortgage,1770895.0,10+ years,0.0,19.0,10.1,1115114.0,0.0,,0.0,debt consolidation,Short Term,264572.0,471903.0,24350.0,741.0,0
185,Home Mortgage,2010960.0,10+ years,1.0,7.0,23.4,180488.0,1.0,40.0,0.0,home improvements,Short Term,646800.0,13870.0,17763.0,743.0,0
186,Rent,1325345.0,< 1 year,0.0,16.0,9.9,980342.0,0.0,,0.0,debt consolidation,Long Term,438460.0,536788.0,24850.0,645.0,0
187,Home Mortgage,,3 years,0.0,24.0,20.5,2940916.0,0.0,,0.0,debt consolidation,Long Term,260414.0,985473.0,40120.0,,0
188,Home Mortgage,2657074.0,7 years,0.0,16.0,32.0,1630618.0,0.0,,0.0,debt consolidation,Short Term,615318.0,1080131.0,42513.0,747.0,1
189,Rent,1863311.0,10+ years,1.0,17.0,17.9,948420.0,2.0,,1.0,debt consolidation,Long Term,653796.0,674937.0,42856.0,683.0,1
190,Rent,1857554.0,7 years,0.0,24.0,19.7,707630.0,0.0,,0.0,debt consolidation,Short Term,322630.0,400900.0,26470.0,742.0,0
191,Rent,479940.0,5 years,0.0,23.0,10.5,450626.0,0.0,,0.0,debt consolidation,Short Term,114488.0,101574.0,10799.0,697.0,1
192,Rent,929575.0,1 year,0.0,17.0,14.5,868538.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,182267.0,17817.0,748.0,0
193,Home Mortgage,,10+ years,0.0,21.0,29.4,1714966.0,0.0,4.0,0.0,debt consolidation,Short Term,695068.0,503576.0,67783.0,,1
194,Rent,1417514.0,10+ years,0.0,19.0,30.0,611798.0,0.0,32.0,0.0,debt consolidation,Short Term,562100.0,284791.0,22562.0,736.0,1
195,Home Mortgage,,1 year,0.0,19.0,19.9,809446.0,0.0,17.0,0.0,debt consolidation,Long Term,602624.0,353723.0,32651.0,,1
196,Rent,815157.0,7 years,0.0,3.0,8.8,0.0,0.0,,0.0,small business,Short Term,218042.0,0.0,5855.0,738.0,0
197,Home Mortgage,1221662.0,4 years,0.0,9.0,10.6,283096.0,0.0,26.0,0.0,medical bills,Short Term,261140.0,95342.0,15678.0,728.0,1
198,Rent,2298240.0,10+ years,0.0,11.0,13.3,840048.0,0.0,,0.0,debt consolidation,Short Term,332640.0,587651.0,18520.0,7370.0,1
199,Home Mortgage,1738044.0,4 years,0.0,12.0,26.0,402556.0,0.0,76.0,0.0,debt consolidation,Short Term,61248.0,233966.0,35919.0,740.0,0
200,Home Mortgage,1341590.0,8 years,0.0,12.0,20.9,700942.0,0.0,30.0,0.0,debt consolidation,Short Term,215754.0,494589.0,21801.0,732.0,0
201,Home Mortgage,,6 years,0.0,7.0,15.0,402886.0,0.0,,0.0,debt consolidation,Short Term,178002.0,265506.0,17615.0,,0
202,Rent,2022835.0,4 years,0.0,10.0,26.8,229746.0,1.0,43.0,1.0,debt consolidation,Short Term,350240.0,136705.0,9018.0,733.0,0
203,Rent,1077490.0,< 1 year,0.0,10.0,15.4,271832.0,0.0,12.0,0.0,debt consolidation,Long Term,377652.0,170677.0,4597.0,726.0,0
204,Rent,637279.0,2 years,0.0,12.0,10.8,362406.0,0.0,,0.0,debt consolidation,Short Term,268334.0,231610.0,11259.0,745.0,0
205,Home Mortgage,,5 years,0.0,8.0,25.7,896456.0,0.0,,0.0,debt consolidation,Long Term,262768.0,194332.0,6539.0,,0
206,Home Mortgage,1304407.0,2 years,0.0,12.0,40.3,607684.0,0.0,,0.0,debt consolidation,Short Term,124652.0,455544.0,25979.0,747.0,1
207,Rent,1130196.0,6 years,0.0,16.0,14.4,635052.0,0.0,8.0,0.0,debt consolidation,Long Term,99999999.0,329631.0,30327.0,721.0,0
208,Home Mortgage,917567.0,10+ years,0.0,9.0,15.8,313478.0,0.0,37.0,0.0,debt consolidation,Short Term,221342.0,137807.0,12387.0,751.0,0
209,Home Mortgage,2685536.0,10+ years,0.0,12.0,31.0,1353286.0,0.0,32.0,0.0,debt consolidation,Short Term,99999999.0,178809.0,35628.0,744.0,0
210,Own Home,679630.0,10+ years,0.0,12.0,22.4,359876.0,0.0,,0.0,debt consolidation,Short Term,112420.0,299307.0,19370.0,706.0,0
211,Home Mortgage,2506252.0,1 year,0.0,11.0,21.4,1589148.0,0.0,,0.0,debt consolidation,Short Term,454542.0,639559.0,31328.0,748.0,1
212,Rent,,2 years,0.0,18.0,17.3,1540198.0,0.0,43.0,0.0,debt consolidation,Short Term,218988.0,95779.0,15642.0,,0
213,Home Mortgage,,< 1 year,0.0,10.0,21.5,305756.0,0.0,65.0,0.0,debt consolidation,Short Term,332288.0,202806.0,21355.0,,1
214,Home Mortgage,1101126.0,10+ years,0.0,15.0,26.4,1043658.0,0.0,19.0,0.0,debt consolidation,Short Term,263780.0,517370.0,21288.0,728.0,0
215,Rent,567378.0,4 years,0.0,11.0,20.5,238326.0,0.0,,0.0,debt consolidation,Short Term,131384.0,45904.0,7414.0,724.0,0
216,Home Mortgage,1627825.0,10+ years,0.0,6.0,30.0,290136.0,0.0,7.0,0.0,buy a car,Short Term,133848.0,136306.0,24689.0,745.0,0
217,Home Mortgage,1733674.0,10+ years,0.0,19.0,22.4,2847174.0,1.0,,1.0,debt consolidation,Short Term,715682.0,287698.0,33084.0,7040.0,1
218,Home Mortgage,,3 years,0.0,8.0,23.6,323312.0,0.0,,0.0,debt consolidation,Short Term,267520.0,230926.0,5487.0,,0
219,Rent,564357.0,7 years,0.0,9.0,9.8,455048.0,0.0,77.0,0.0,debt consolidation,Short Term,225984.0,311258.0,14015.0,731.0,0
220,Home Mortgage,656336.0,5 years,0.0,4.0,15.3,286044.0,0.0,,0.0,debt consolidation,Short Term,261514.0,237405.0,6837.0,700.0,1
221,Own Home,1485857.0,< 1 year,1.0,10.0,10.0,407946.0,1.0,,0.0,other,Short Term,99999999.0,98287.0,19811.0,703.0,0
222,Rent,892791.0,2 years,0.0,20.0,9.6,141570.0,0.0,34.0,0.0,debt consolidation,Short Term,134838.0,86811.0,3303.0,741.0,0
223,Rent,,2 years,0.0,9.0,21.8,650562.0,0.0,32.0,0.0,debt consolidation,Short Term,108372.0,383743.0,7886.0,,0
224,Home Mortgage,1226583.0,7 years,0.0,15.0,12.2,776160.0,0.0,,0.0,debt consolidation,Long Term,542080.0,350569.0,16048.0,660.0,0
225,Own Home,583224.0,1 year,0.0,6.0,23.1,159830.0,0.0,,0.0,debt consolidation,Short Term,162074.0,128231.0,4666.0,712.0,0
226,Home Mortgage,509599.0,,0.0,12.0,38.7,836220.0,0.0,,0.0,other,Short Term,128744.0,578474.0,14354.0,704.0,0
227,Rent,2299836.0,6 years,0.0,12.0,15.0,902792.0,0.0,,0.0,debt consolidation,Long Term,776710.0,362558.0,46188.0,701.0,0
228,Home Mortgage,486552.0,10+ years,0.0,6.0,26.6,495924.0,0.0,,0.0,debt consolidation,Short Term,187594.0,174325.0,4906.0,738.0,1
229,Home Mortgage,2065756.0,3 years,0.0,15.0,20.1,641432.0,0.0,16.0,0.0,debt consolidation,Short Term,271810.0,232655.0,45791.0,739.0,0
230,Rent,835601.0,2 years,0.0,7.0,11.8,96800.0,0.0,48.0,0.0,debt consolidation,Short Term,51612.0,74233.0,5146.0,715.0,0
231,Rent,563502.0,2 years,0.0,5.0,24.3,47938.0,0.0,63.0,0.0,other,Short Term,39138.0,9310.0,8453.0,715.0,0
232,Home Mortgage,,5 years,0.0,12.0,19.7,1051688.0,0.0,,0.0,debt consolidation,Short Term,423720.0,618545.0,43383.0,,0
233,Home Mortgage,1159152.0,1 year,0.0,14.0,18.5,651310.0,0.0,,0.0,debt consolidation,Short Term,322124.0,473632.0,23570.0,730.0,0
234,Home Mortgage,,3 years,0.0,21.0,28.7,1156232.0,0.0,,0.0,debt consolidation,Short Term,379280.0,519251.0,27894.0,,0
235,Home Mortgage,,5 years,0.0,9.0,13.8,951676.0,0.0,,0.0,home improvements,Short Term,603812.0,329593.0,12664.0,,0
236,Own Home,1533984.0,6 years,0.0,14.0,16.0,421850.0,0.0,55.0,0.0,other,Short Term,133210.0,241547.0,31575.0,743.0,1
237,Home Mortgage,1570065.0,8 years,0.0,7.0,14.5,550000.0,0.0,79.0,0.0,home improvements,Long Term,99999999.0,47500.0,17271.0,729.0,0
238,Home Mortgage,,10+ years,0.0,17.0,20.7,269148.0,0.0,,0.0,other,Short Term,269148.0,175503.0,32983.0,,0
239,Own Home,863341.0,10+ years,0.0,12.0,15.1,1226390.0,0.0,,0.0,other,Short Term,365090.0,134520.0,3137.0,751.0,1
240,Rent,749816.0,4 years,0.0,11.0,13.0,164780.0,1.0,75.0,1.0,debt consolidation,Short Term,93500.0,80693.0,16933.0,717.0,0
241,Own Home,753179.0,,0.0,13.0,21.5,462220.0,0.0,80.0,0.0,debt consolidation,Short Term,135146.0,162868.0,13055.0,739.0,1
242,Rent,860567.0,4 years,0.0,8.0,17.7,268070.0,0.0,22.0,0.0,debt consolidation,Short Term,265716.0,198645.0,13554.0,725.0,0
243,Home Mortgage,,3 years,0.0,19.0,10.1,289762.0,0.0,71.0,0.0,debt consolidation,Long Term,214588.0,135375.0,10842.0,,0
244,Rent,1325212.0,< 1 year,0.0,6.0,23.4,649770.0,0.0,,0.0,moving,Short Term,99999999.0,45448.0,906.0,745.0,0
245,Home Mortgage,1119024.0,10+ years,0.0,8.0,21.5,901516.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,478819.0,11190.0,748.0,0
246,Rent,446025.0,< 1 year,0.0,3.0,30.1,749144.0,0.0,31.0,0.0,debt consolidation,Short Term,71720.0,32357.0,2070.0,723.0,0
247,Home Mortgage,1893426.0,,0.0,7.0,52.2,711524.0,0.0,,0.0,debt consolidation,Long Term,429880.0,500802.0,41024.0,654.0,1
248,Home Mortgage,1539152.0,7 years,0.0,12.0,24.5,657052.0,0.0,,0.0,debt consolidation,Short Term,534644.0,347852.0,18341.0,742.0,0
249,Home Mortgage,584079.0,5 years,0.0,4.0,22.5,281512.0,1.0,,1.0,debt consolidation,Short Term,112728.0,38893.0,8031.0,736.0,0
250,Rent,1682545.0,5 years,0.0,11.0,15.4,709082.0,0.0,,0.0,debt consolidation,Short Term,153230.0,596467.0,22714.0,739.0,0
251,Rent,730835.0,2 years,0.0,6.0,19.4,63184.0,0.0,11.0,0.0,wedding,Short Term,107976.0,29089.0,14465.0,737.0,1
252,Rent,699162.0,8 years,0.0,6.0,26.6,200420.0,1.0,70.0,1.0,debt consolidation,Short Term,174108.0,84303.0,2220.0,711.0,0
253,Rent,759772.0,10+ years,0.0,14.0,24.5,528242.0,0.0,60.0,0.0,debt consolidation,Short Term,153956.0,101270.0,5736.0,748.0,0
254,Home Mortgage,1162572.0,2 years,2.0,11.0,36.5,928598.0,2.0,41.0,0.0,debt consolidation,Long Term,358974.0,441085.0,18601.0,738.0,0
255,Home Mortgage,1730349.0,< 1 year,0.0,12.0,17.2,1553596.0,0.0,,0.0,debt consolidation,Long Term,534292.0,474981.0,31002.0,721.0,1
256,Rent,857660.0,1 year,0.0,6.0,19.7,291082.0,0.0,0.0,,debt consolidation,Short Term,99999999.0,236816.0,3488.0,743.0,0
257,Home Mortgage,,2 years,0.0,15.0,13.6,1556390.0,0.0,0.0,,debt consolidation,Short Term,447480.0,524210.0,19613.0,,0
258,Rent,699181.0,3 years,0.0,10.0,17.9,190190.0,0.0,64.0,0.0,debt consolidation,Short Term,151118.0,44194.0,17596.0,731.0,0
259,Rent,1062556.0,4 years,0.0,17.0,19.6,894278.0,0.0,,0.0,debt consolidation,Short Term,335544.0,402382.0,19480.0,703.0,1
260,Home Mortgage,1636622.0,7 years,0.0,10.0,27.7,988350.0,0.0,41.0,0.0,home improvements,Short Term,99999999.0,29013.0,10147.0,750.0,0
261,Home Mortgage,1418768.0,10+ years,0.0,11.0,23.3,1155924.0,0.0,35.0,0.0,debt consolidation,Short Term,309430.0,618944.0,16907.0,742.0,0
262,Rent,,2 years,0.0,12.0,16.3,653202.0,0.0,5.0,0.0,debt consolidation,Short Term,304392.0,200830.0,26445.0,,0
263,Home Mortgage,1910678.0,10+ years,0.0,13.0,19.4,351208.0,0.0,39.0,0.0,buy a car,Short Term,173514.0,209893.0,24839.0,7470.0,1
264,Own Home,,< 1 year,0.0,8.0,20.0,228712.0,0.0,,0.0,debt consolidation,Short Term,150942.0,121277.0,13222.0,,0
265,Home Mortgage,3542075.0,10+ years,0.0,13.0,26.5,846582.0,0.0,,0.0,debt consolidation,Long Term,421212.0,628064.0,60805.0,731.0,0
266,Rent,,< 1 year,0.0,11.0,12.8,182314.0,0.0,40.0,0.0,debt consolidation,Short Term,183260.0,128478.0,10814.0,,0
267,Home Mortgage,2104003.0,4 years,0.0,5.0,16.5,130746.0,0.0,,0.0,debt consolidation,Short Term,159456.0,93822.0,27527.0,7430.0,1
268,Own Home,665532.0,2 years,0.0,5.0,8.3,329054.0,0.0,,0.0,debt consolidation,Short Term,154132.0,149188.0,3422.0,695.0,1
269,Home Mortgage,2431962.0,10+ years,0.0,12.0,24.6,350856.0,0.0,7.0,0.0,debt consolidation,Short Term,86636.0,169385.0,51679.0,746.0,0
270,Own Home,,10+ years,0.0,11.0,14.0,558250.0,0.0,,0.0,debt consolidation,Short Term,129206.0,24586.0,930.0,,0
271,Rent,1319360.0,2 years,0.0,10.0,13.5,858242.0,0.0,,0.0,debt consolidation,Short Term,152768.0,340955.0,19241.0,743.0,0
272,Home Mortgage,1425855.0,10+ years,0.0,8.0,15.0,888536.0,0.0,14.0,0.0,debt consolidation,Short Term,374220.0,307724.0,13427.0,743.0,0
273,Home Mortgage,,10+ years,0.0,5.0,43.9,906774.0,0.0,,0.0,small business,Short Term,230054.0,232598.0,5075.0,,0
274,Rent,954389.0,10+ years,0.0,8.0,12.9,174394.0,0.0,19.0,0.0,debt consolidation,Short Term,237446.0,134653.0,16702.0,662.0,1
275,Rent,2889045.0,10+ years,0.0,12.0,16.2,1367806.0,0.0,18.0,0.0,debt consolidation,Short Term,302148.0,717041.0,29613.0,740.0,0
276,Home Mortgage,2073261.0,,0.0,25.0,42.1,1584308.0,0.0,,0.0,debt consolidation,Short Term,448712.0,1082297.0,46648.0,734.0,0
277,Home Mortgage,,3 years,0.0,8.0,21.6,887502.0,0.0,,0.0,other,Short Term,152988.0,270560.0,11270.0,,1
278,Rent,1010724.0,< 1 year,0.0,13.0,16.7,151514.0,0.0,78.0,0.0,debt consolidation,Short Term,156772.0,127471.0,16087.0,687.0,0
279,Home Mortgage,,9 years,0.0,7.0,16.9,434984.0,0.0,70.0,0.0,debt consolidation,Long Term,510884.0,323076.0,16546.0,,1
280,Home Mortgage,,10+ years,0.0,17.0,23.3,1051886.0,0.0,,0.0,home improvements,Short Term,784322.0,518738.0,95508.0,,1
281,Home Mortgage,1726492.0,10+ years,0.0,11.0,18.3,317922.0,0.0,,0.0,debt consolidation,Short Term,193248.0,261383.0,48917.0,724.0,1
282,Home Mortgage,2150933.0,6 years,0.0,6.0,25.1,198748.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,95437.0,7582.0,744.0,0
283,Home Mortgage,706268.0,5 years,0.0,4.0,14.3,129096.0,0.0,20.0,0.0,debt consolidation,Short Term,172172.0,96881.0,3102.0,728.0,0
284,Home Mortgage,953990.0,5 years,0.0,14.0,32.1,1603382.0,0.0,22.0,0.0,debt consolidation,Short Term,99999999.0,844683.0,16377.0,710.0,0
285,Own Home,939170.0,2 years,0.0,8.0,10.0,356554.0,0.0,,0.0,debt consolidation,Long Term,499136.0,232180.0,19331.0,664.0,1
286,Rent,1208324.0,10+ years,1.0,17.0,16.9,1875918.0,1.0,,0.0,debt consolidation,Long Term,402512.0,635075.0,29302.0,688.0,1
287,Rent,1130956.0,10+ years,0.0,13.0,21.6,353980.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,278502.0,17153.0,698.0,0
288,Home Mortgage,,1 year,0.0,6.0,10.4,693726.0,0.0,,0.0,debt consolidation,Short Term,224048.0,225264.0,9791.0,,0
289,Rent,,2 years,0.0,6.0,18.7,924132.0,0.0,,0.0,other,Short Term,326898.0,59071.0,16116.0,,0
290,Rent,1434538.0,3 years,0.0,7.0,27.3,541200.0,0.0,60.0,0.0,debt consolidation,Short Term,336710.0,295868.0,17812.0,742.0,0
291,Home Mortgage,787949.0,10+ years,0.0,7.0,26.0,369490.0,0.0,,0.0,debt consolidation,Short Term,117304.0,217303.0,15628.0,744.0,0
292,Home Mortgage,,10+ years,0.0,17.0,21.3,259050.0,1.0,26.0,0.0,debt consolidation,Short Term,200200.0,181222.0,22140.0,,0
293,Rent,1294850.0,7 years,0.0,9.0,13.0,163196.0,0.0,48.0,0.0,debt consolidation,Short Term,220484.0,127414.0,19315.0,729.0,0
294,Home Mortgage,2033931.0,7 years,0.0,6.0,21.1,0.0,0.0,,0.0,home improvements,Short Term,108042.0,0.0,30340.0,742.0,0
295,Rent,1292988.0,10+ years,1.0,9.0,17.8,290246.0,1.0,58.0,0.0,debt consolidation,Short Term,357522.0,141626.0,12607.0,735.0,0
296,Rent,1532920.0,1 year,0.0,9.0,15.0,639078.0,0.0,76.0,0.0,other,Long Term,99999999.0,256652.0,12442.0,702.0,0
297,Rent,556662.0,< 1 year,0.0,10.0,16.0,193512.0,1.0,49.0,1.0,debt consolidation,Short Term,101508.0,98439.0,12015.0,6940.0,1
298,Home Mortgage,929100.0,5 years,0.0,13.0,22.5,268664.0,0.0,,0.0,debt consolidation,Short Term,262394.0,88179.0,23924.0,746.0,0
299,Home Mortgage,1235741.0,10+ years,0.0,11.0,30.2,433620.0,1.0,,1.0,debt consolidation,Long Term,642246.0,307838.0,23170.0,643.0,0
300,Home Mortgage,1589464.0,2 years,0.0,10.0,9.9,430826.0,0.0,19.0,0.0,debt consolidation,Short Term,202004.0,175978.0,6450.0,741.0,0
301,Home Mortgage,3017162.0,4 years,0.0,12.0,23.4,3935976.0,0.0,,0.0,debt consolidation,Short Term,631092.0,836209.0,31932.0,750.0,0
302,Rent,,5 years,0.0,6.0,14.8,403216.0,0.0,65.0,0.0,debt consolidation,Short Term,222794.0,208943.0,11596.0,,0
303,Home Mortgage,855608.0,10+ years,0.0,11.0,18.1,563156.0,0.0,,0.0,debt consolidation,Short Term,218504.0,285000.0,21604.0,749.0,0
304,Home Mortgage,1551616.0,10+ years,0.0,7.0,16.5,428890.0,0.0,,0.0,other,Short Term,269500.0,313006.0,15904.0,725.0,1
305,Rent,,< 1 year,0.0,32.0,9.0,96668.0,0.0,75.0,0.0,other,Short Term,75262.0,47424.0,1870.0,,0
306,Home Mortgage,2260050.0,10+ years,0.0,19.0,23.5,1113068.0,0.0,,0.0,debt consolidation,Short Term,343200.0,825740.0,45013.0,732.0,0
307,Home Mortgage,3705380.0,10+ years,0.0,13.0,17.0,1186526.0,0.0,19.0,0.0,debt consolidation,Short Term,257422.0,244910.0,9572.0,743.0,0
308,Rent,447659.0,2 years,0.0,5.0,17.5,140624.0,0.0,,0.0,debt consolidation,Short Term,185746.0,32072.0,10744.0,719.0,1
309,Rent,1245792.0,3 years,0.0,5.0,22.4,0.0,0.0,58.0,0.0,major purchase,Long Term,338096.0,0.0,395.0,659.0,0
310,Home Mortgage,1642778.0,1 year,0.0,13.0,21.0,1359578.0,0.0,31.0,0.0,debt consolidation,Short Term,783244.0,549518.0,20809.0,739.0,0
311,Rent,746320.0,9 years,0.0,4.0,25.6,239668.0,0.0,38.0,0.0,debt consolidation,Short Term,64812.0,161044.0,3750.0,719.0,1
312,Home Mortgage,1338322.0,1 year,0.0,10.0,16.8,296890.0,0.0,,0.0,other,Short Term,99999999.0,16150.0,9123.0,750.0,0
313,Rent,1215278.0,,0.0,18.0,15.4,1060752.0,0.0,32.0,0.0,debt consolidation,Short Term,99999999.0,239096.0,16406.0,730.0,0
314,Rent,1021288.0,< 1 year,0.0,13.0,19.3,745360.0,0.0,44.0,0.0,debt consolidation,Short Term,258016.0,305121.0,16851.0,740.0,1
315,Home Mortgage,861935.0,8 years,0.0,11.0,12.5,391468.0,0.0,9.0,0.0,other,Long Term,221782.0,50369.0,23128.0,666.0,1
316,Rent,918707.0,2 years,0.0,17.0,10.2,354574.0,0.0,13.0,0.0,other,Short Term,382624.0,912.0,9187.0,735.0,0
317,Home Mortgage,1328670.0,< 1 year,0.0,10.0,17.9,261514.0,0.0,,0.0,debt consolidation,Short Term,99999999.0,129865.0,25023.0,740.0,0
318,Home Mortgage,559151.0,10+ years,0.0,5.0,17.8,447326.0,0.0,,0.0,debt consolidation,Short Term,89298.0,84987.0,1580.0,742.0,0
319,Own Home,,< 1 year,0.0,2.0,10.5,0.0,0.0,,0.0,business loan,Short Term,76670.0,0.0,6432.0,,0
320,Rent,,5 years,0.0,9.0,8.9,314490.0,0.0,,0.0,debt consolidation,Short Term,434060.0,118427.0,15838.0,,0
321,Rent,596163.0,4 years,0.0,8.0,16.8,144254.0,1.0,8.0,1.0,moving,Short Term,99999999.0,70262.0,12668.0,734.0,0
322,Rent,674785.0,3 years,0.0,6.0,7.8,345862.0,0.0,,0.0,moving,Short Term,196438.0,109630.0,10065.0,727.0,0
323,Rent,1251796.0,5 years,0.0,12.0,8.6,294184.0,0.0,8.0,0.0,debt consolidation,Short Term,178398.0,105184.0,28791.0,723.0,1
324,Rent,583281.0,3 years,0.0,8.0,4.0,225082.0,0.0,,0.0,debt consolidation,Short Term,157586.0,101479.0,10207.0,737.0,0
325,Rent,468312.0,6 years,0.0,8.0,9.9,260172.0,0.0,,0.0,debt consolidation,Short Term,173514.0,209399.0,6283.0,7170.0,1
326,Own Home,,10+ years,0.0,19.0,18.8,303886.0,0.0,30.0,0.0,home improvements,Long Term,268312.0,28861.0,22428.0,,1
327,Rent,1465337.0,5 years,0.0,9.0,17.7,125642.0,1.0,,1.0,debt consolidation,Short Term,99999999.0,62168.0,21248.0,747.0,0
328,Rent,719910.0,2 years,0.0,10.0,13.2,567578.0,0.0,,0.0,debt consolidation,Long Term,177144.0,225473.0,11651.0,681.0,0
329,Rent,1245621.0,8 years,0.0,5.0,13.7,128700.0,0.0,,0.0,debt consolidation,Short Term,221892.0,89034.0,1225.0,692.0,0
330,Rent,,5 years,0.0,3.0,10.7,26070.0,0.0,,0.0,medical bills,Short Term,65186.0,19950.0,10772.0,,0
331,Rent,907098.0,2 years,0.0,11.0,12.0,314578.0,2.0,,2.0,debt consolidation,Short Term,99999999.0,8417.0,14211.0,738.0,0
332,Rent,732906.0,10+ years,0.0,11.0,23.5,509124.0,0.0,,0.0,debt consolidation,Long Term,334994.0,193458.0,11055.0,717.0,0
333,Home Mortgage,960089.0,4 years,0.0,12.0,14.3,453442.0,1.0,6.0,1.0,debt consolidation,Short Term,99999999.0,41515.0,2032.0,741.0,0
334,Home Mortgage,2077460.0,1 year,0.0,12.0,17.4,1242296.0,0.0,,0.0,home improvements,Short Term,54670.0,952717.0,29950.0,721.0,0
335,Own Home,840047.0,3 years,0.0,12.0,21.8,395780.0,0.0,40.0,0.0,debt consolidation,Short Term,259380.0,232427.0,12251.0,735.0,0
336,Home Mortgage,,5 years,0.0,16.0,22.0,1506604.0,0.0,69.0,0.0,debt consolidation,Short Term,142736.0,230299.0,14106.0,,0
337,Home Mortgage,2113826.0,10+ years,0.0,11.0,18.0,1097360.0,0.0,,0.0,debt consolidation,Short Term,556270.0,685197.0,36111.0,743.0,0
338,Rent,1716669.0,3 years,0.0,24.0,22.9,1054592.0,0.0,39.0,0.0,debt consolidation,Short Term,331298.0,418969.0,20600.0,724.0,1
339,Rent,506483.0,,0.0,15.0,12.3,533698.0,1.0,59.0,1.0,debt consolidation,Short Term,132506.0,70984.0,3900.0,722.0,0
340,Rent,673987.0,2 years,0.0,24.0,20.4,908468.0,1.0,25.0,1.0,debt consolidation,Short Term,220704.0,400919.0,18759.0,7300.0,1
341,Rent,,< 1 year,0.0,9.0,8.9,112684.0,0.0,33.0,0.0,buy a car,Short Term,135212.0,84664.0,14629.0,,0
342,Home Mortgage,,6 years,0.0,33.0,15.5,2369664.0,0.0,15.0,0.0,debt consolidation,Long Term,482702.0,648755.0,15379.0,,0
343,Rent,482752.0,1 year,0.0,6.0,15.8,364320.0,0.0,18.0,0.0,debt consolidation,Short Term,186142.0,147573.0,5391.0,716.0,0
344,Rent,1347613.0,2 years,0.0,4.0,7.7,108394.0,0.0,,0.0,debt consolidation,Short Term,54186.0,50749.0,1763.0,713.0,0
345,Home Mortgage,1521824.0,10+ years,0.0,7.0,24.4,383416.0,0.0,12.0,0.0,home improvements,Short Term,176220.0,226822.0,14330.0,736.0,0
346,Rent,,5 years,0.0,8.0,11.9,331848.0,0.0,,0.0,debt consolidation,Long Term,258566.0,243884.0,7537.0,,1
347,Home Mortgage,,10+ years,0.0,12.0,18.9,232782.0,1.0,,1.0,debt consolidation,Long Term,296604.0,127870.0,19036.0,,1
348,Rent,892088.0,10+ years,0.0,16.0,17.2,790592.0,0.0,42.0,0.0,debt consolidation,Short Term,336842.0,102410.0,13456.0,747.0,1
349,Home Mortgage,867407.0,6 years,0.0,13.0,12.0,696146.0,0.0,77.0,0.0,debt consolidation,Short Term,440792.0,346902.0,16914.0,720.0,0
350,Home Mortgage,,4 years,0.0,6.0,24.8,1042712.0,0.0,34.0,0.0,home improvements,Short Term,220968.0,14402.0,816.0,,0
351,Own Home,2930275.0,4 years,0.0,19.0,18.0,1201332.0,0.0,80.0,0.0,other,Long Term,603614.0,850763.0,36628.0,627.0,0
352,Rent,893665.0,7 years,0.0,2.0,9.5,38764.0,0.0,,0.0,debt consolidation,Short Term,107800.0,12122.0,9979.0,711.0,0
353,Home Mortgage,1045000.0,10+ years,0.0,24.0,24.0,1313466.0,0.0,60.0,0.0,debt consolidation,Short Term,264000.0,290396.0,20726.0,742.0,0
354,Home Mortgage,2126537.0,10+ years,0.0,23.0,23.0,14760482.0,0.0,,0.0,debt consolidation,Long Term,778624.0,1019806.0,40227.0,697.0,0
355,Rent,960184.0,10+ years,0.0,9.0,43.3,301026.0,0.0,42.0,0.0,debt consolidation,Short Term,87912.0,86051.0,3433.0,7500.0,1
356,Home Mortgage,,10+ years,0.0,15.0,15.0,581152.0,1.0,65.0,1.0,debt consolidation,Long Term,227964.0,235904.0,15962.0,,1
357,Home Mortgage,1451619.0,9 years,0.0,15.0,17.0,953656.0,1.0,,1.0,debt consolidation,Short Term,615208.0,407683.0,14274.0,733.0,0
358,Rent,1947519.0,9 years,0.0,8.0,13.9,614020.0,1.0,63.0,1.0,debt consolidation,Long Term,386584.0,334077.0,8748.0,725.0,0
359,Home Mortgage,,10+ years,0.0,10.0,17.5,1749660.0,0.0,40.0,0.0,debt consolidation,Short Term,788634.0,991268.0,42325.0,,0
360,Rent,3752880.0,5 years,0.0,10.0,16.6,695244.0,0.0,,0.0,educational expenses,Short Term,217272.0,429305.0,27959.0,735.0,0
